Date,Close,High,Low,Open,Volume,vol_z,vol_ratio,vol_trend,return,price_z,gap_up,volatility,momentum,pump_score,flag
2024-11-08,1.1299999952316284,1.1490000486373901,1.100000023841858,1.1200000047683716,107600,,,,,,,0.04336285394596422,,0,False
2024-11-11,1.1649999618530273,1.1799999475479126,1.1009999513626099,1.1299999952316284,122400,,,,0.030973421919550104,,0.0,0.06781115768607893,,0,False
2024-11-12,1.0299999713897705,1.149999976158142,1.0,1.1299999952316284,370400,,,,-0.11587982393452478,,-0.03004289076171791,0.14563104871752305,,10,False
2024-11-13,1.0299999713897705,1.090000033378601,0.9800000190734863,1.0800000429153442,308500,,,,0.0,,0.0485437600639593,0.10679613325609756,,10,False
2024-11-14,0.9800000190734863,1.0700000524520874,0.9599999785423279,1.0700000524520874,320800,,,,-0.048543644373911676,,0.038835031198602925,0.11224497107817513,,10,False
2024-11-15,0.953000009059906,1.0,0.949999988079071,0.9900000095367432,141500,,,,-0.0275510300898838,,0.010204071692270961,0.052465909121853976,,0,False
2024-11-18,0.9319999814033508,0.9700000286102295,0.9100000262260437,0.9700000286102295,287300,,,,-0.022035705621105683,,0.01783842536292823,0.06437768617705725,,0,False
2024-11-19,0.8859999775886536,0.9300000071525574,0.8600000143051147,0.9300000071525574,249200,,,,-0.04935622825381736,,-0.002145895159392727,0.07900676584546712,,0,False
2024-11-20,0.9769999980926514,0.9860000014305115,0.9100000262260437,0.9100000262260437,118200,,,,0.1027088293519649,,0.02708809166747478,0.07778912515358202,,20,False
2024-11-21,1.0099999904632568,1.0299999713897705,0.9599999785423279,0.9800000190734863,98800,,,,0.03377686022009185,,0.003070645837892638,0.06930692419712677,,0,False
2024-11-22,1.0499999523162842,1.0950000286102295,1.0199999809265137,1.0199999809265137,150600,,,,0.03960392300071258,,0.009900980740375213,0.07142862001739925,,0,False
2024-11-25,1.100000023841858,1.2000000476837158,1.059999942779541,1.0800000429153442,555900,,,,0.04761911790117157,,0.028571516126556756,0.12727281976589228,,10,False
2024-11-26,1.059999942779541,1.1299999952316284,1.0399999618530273,1.1200000047683716,139000,,,,-0.03636370926848953,,0.018181800431676335,0.08490569636984745,,0,False
2024-11-27,1.0399999618530273,1.0700000524520874,1.0299999713897705,1.059999942779541,78100,,,,-0.01886790755296608,,0.0,0.038461617779855344,,0,False
2024-11-29,1.1200000047683716,1.149999976158142,1.0499999523162842,1.0499999523162842,114200,,,,0.07692312100935417,,0.009615375788883593,0.08928573511323626,,0,False
2024-12-02,1.100000023841858,1.159999966621399,1.090000033378601,1.1100000143051147,164600,,,,-0.017857125751218117,,-0.008928562867637112,0.06363630151086717,,0,False
2024-12-03,1.0800000429153442,1.1100000143051147,1.0499999523162842,1.100000023841858,123100,,,,-0.018181800448205276,,0.0,0.055555610693598885,,0,False
2024-12-04,1.1100000143051147,1.1100000143051147,1.059999942779541,1.0800000429153442,115800,,,,0.027777750183035854,,0.0,0.04504510886139925,,0,False
2024-12-05,1.100000023841858,1.149999976158142,1.0800000429153442,1.1399999856948853,205100,,,,-0.009009000301245074,,0.02702700087938663,0.06363630151086717,,0,False
2024-12-06,1.1200000047683716,1.1399999856948853,1.090000033378601,1.1100000143051147,137100,-0.4862523980261868,0.7016017604012041,0.7632158026713026,0.018181800448205276,,0.009090900215838168,0.044642814338185566,0.050874960829149884,0,False
2024-12-09,1.1399999856948853,1.159999966621399,1.100000023841858,1.1100000143051147,222800,0.18294502651987785,1.1075210021374902,0.7992245364616951,0.017857125751218117,0.33190357056106684,-0.008928562867637112,0.05263152936825399,0.05799935241623633,0,False
2024-12-10,1.2300000190734863,1.2999999523162842,1.13100004196167,1.149999976158142,511100,2.146796178175219,2.3168105890618875,1.0805738763853898,0.07894739869118661,1.4517856383380507,0.008771921561375665,0.13739829885898486,0.08323832465775505,30,False
