Date,Close,High,Low,Open,Volume,vol_z,vol_ratio,vol_trend,return,price_z,gap_up,volatility,momentum,pump_score,flag
2024-11-07,1.2649999856948853,1.2999999523162842,1.1979999542236328,1.2000000476837158,4579800,,,,,,,0.08063241040748999,,0,False
2024-11-08,1.2300000190734863,1.2599999904632568,1.1799999475479126,1.25,3705300,,,,-0.02766795811635747,,-0.011857696326208114,0.06504068423556987,,0,False
2024-11-11,1.2300000190734863,1.2899999618530273,1.2200000286102295,1.2300000190734863,3860200,,,,0.0,,0.0,0.05691051390276864,,0,False
2024-11-12,1.2200000286102295,1.25,1.159999966621399,1.2000000476837158,3429300,,,,-0.008130073421291018,,-0.024390220244043703,0.07377051737232715,,0,False
2024-11-13,1.2100000381469727,1.2999999523162842,1.2100000381469727,1.2400000095367432,4600200,,,,-0.00819671330225158,,0.01639342659106602,0.07438009194839347,,0,False
2024-11-14,1.2100000381469727,1.2599999904632568,1.1699999570846558,1.2100000381469727,3477600,,,,0.0,,0.0,0.07438019046846428,,0,False
2024-11-15,1.159999966621399,1.2200000286102295,1.1299999952316284,1.2100000381469727,4198100,,,,-0.04132237185888454,,0.0,0.07758623783684045,,0,False
2024-11-18,1.1100000143051147,1.149999976158142,1.100000023841858,1.1399999856948853,3563300,,,,-0.043103408409496224,,-0.017241363348935255,0.04504500146564438,,0,False
2024-11-19,1.0199999809265137,1.1200000047683716,1.0099999904632568,1.100000023841858,5535000,,,,-0.08108111010696084,,-0.009009000293128875,0.10784315319040833,,10,False
2024-11-20,1.0399999618530273,1.0700000524520874,0.9800000190734863,1.0199999809265137,4739900,,,,0.01960782480441492,,0.0,0.0865384967242733,,0,False
2024-11-21,1.100000023841858,1.100000023841858,1.0099999904632568,1.0399999618530273,3797700,,,,0.05769236941309597,,0.0,0.08181821031462247,,0,False
2024-11-22,1.1399999856948853,1.2300000190734863,1.100000023841858,1.1100000143051147,6109000,,,,0.03636360089641055,,0.009090900215838168,0.1140350848674371,,10,False
2024-11-25,1.2000000476837158,1.2300000190734863,1.1299999952316284,1.1299999952316284,22046000,,,,0.052631633983975634,,-0.008771921561375665,0.08333334982073398,,0,False
2024-11-26,1.100000023841858,1.2200000286102295,1.100000023841858,1.215000033378601,3658900,,,,-0.08333334989017849,,0.01249998757194951,0.10909091096213697,,10,False
2024-11-27,1.090000033378601,1.149999976158142,1.0499999523162842,1.1100000143051147,3527000,,,,-0.009090900224102638,,0.009090900215838168,0.0917431382457405,,0,False
2024-11-29,1.1399999856948853,1.149999976158142,1.090000033378601,1.100000023841858,2669400,,,,0.045871514481795606,,0.009174302887942326,0.05263152936825399,,0,False
2024-12-02,1.0700000524520874,1.1399999856948853,1.0299999713897705,1.1399999856948853,4581900,,,,-0.061403450983492314,,0.0,0.10280374655143915,,10,False
2024-12-03,1.059999942779541,1.0789999961853027,1.0299999713897705,1.0700000524520874,3644500,,,,-0.009345896432088385,,0.0,0.04622644093811693,,0,False
2024-12-04,1.0499999523162842,1.090000033378601,1.0199999809265137,1.0700000524520874,3915800,,,,-0.00943395377648304,,0.009434066229182943,0.06666671958508341,,0,False
2024-12-05,1.0700000524520874,1.090000033378601,1.0499999523162842,1.0700000524520874,2041100,-0.6868802874896011,0.4179156429156428,0.690118755118755,0.01904771528006588,,0.019047715261925093,0.0373832514617795,-0.05084746735781165,0,False
2024-12-06,1.100000023841858,1.1200000047683716,1.0499999523162842,1.0700000524520874,3441600,-0.3337671012627753,0.7129761409047686,0.7302494877866373,0.028037355064628677,0.828788009911759,0.0,0.06363640988294614,-0.050997787344586265,0,False
