ticker,signal_date,entry_price,pump_score,volume,vol_z,vol_ratio,signal_return,gap_up,volatility,return_1d,return_5d,return_10d,return_20d,max_drawdown_20d,days_to_bottom,max_gain_20d,days_to_peak,classification
VRME,2024-12-10,0.6894999742507935,55,791700,3.161143361746103,3.9973744666885263,0.09827968725315062,0.016565781172344234,0.17403917197346339,-0.06642490549270437,-0.11530088892615681,-0.07179113909278183,2.6983321936844145,-0.11530088892615681,7,2.6983321936844145,31,likely_pump
VRME,2024-12-26,0.7889999747276306,65,558800,1.6118180872889145,2.3029528735395237,0.23281248806742916,0.060937554911025864,0.20152089275968535,-0.05754114741437838,0.7110267009931011,4.234474330454356,0.9518377834988502,-0.05754114741437838,1,4.449937044952707,21,likely_legit
VRME,2024-12-31,1.3600000143051147,120,94163300,4.248352618353937,18.9591173124742,0.7217369362337456,1.2028104793265444,0.9558087655099913,0.28676469234756136,0.23529406608594797,2.161764812871658,0.05882356034843122,-0.007352934086817846,3,2.161764812871658,16,likely_legit
VRME,2025-01-02,1.75,75,32177100,1.1740316896117386,4.900903123807695,0.2867646923475613,0.4705882194797636,0.40571430728071906,-0.22857141494750977,0.45714282989501953,1.0571428026471819,-0.2857142857142857,-0.2857142857142857,32,1.4571429661342077,14,confirmed_pump
VRME,2025-01-08,1.6799999475479126,55,71229400,2.3394488524256176,6.753064526297875,0.0980392019366445,0.07843137708096726,1.1964286023940511,0.5178571618637267,1.5595240029685953,0.06547620103540366,-0.23214285587575156,-0.27976185956847227,29,1.5595240029685953,8,likely_pump
VRME,2025-01-10,2.549999952316284,75,57830900,1.5940633512834963,4.315843481278463,0.5178571618637267,0.12500002653481246,0.5137254771616295,0.6196079183018987,0.411764694882649,-0.3411764788380133,-0.5215686072848564,-0.5254901722457395,27,0.6862746161343933,6,likely_pump
VRME,2025-01-13,4.130000114440918,90,57601900,1.407873663682519,3.540705708216133,0.6196079183018988,0.26078430354015986,0.4576271312530941,-0.22518160798721845,-0.27360776831210504,-0.6271186636367688,-0.7263922605521289,-0.7263922605521289,29,0.04116224493542378,3,confirmed_pump
VRME,2025-01-15,4.239999771118164,60,18470900,0.008230994211269832,1.0130183239339832,0.324999908730389,0.12809373243480843,0.36535377486737375,0.014151043126324517,-0.5636792161066604,-0.6674528201095736,-0.7193395939956302,-0.7334905527757547,27,0.014151043126324517,1,confirmed_pump
VRME,2025-03-06,0.7804999947547913,55,4240100,4.088299881936095,6.033110179921875,-0.18272250429886805,-0.1413612488807497,0.10890459783381859,-0.06495837182561354,-0.02049964500679936,0.11467009688026766,-0.17591289611601468,-0.17591289611601468,28,0.11467009688026766,14,likely_pump
VRME,2025-07-31,1.3899999856948853,120,175136300,4.2300513556873005,18.187598753197875,1.025648411130624,0.7924802937864711,0.31654680678571984,-0.12949636647508847,-0.3386330725165553,-0.367697841325573,-0.3420143711516947,-0.4366906471735177,11,0.0,0,confirmed_pump
VRME,2025-09-18,0.925599992275238,100,718100,3.767573935123655,4.176699819694037,0.14116629923574364,0.009493239259312895,0.19576494034387742,0.38288675677640616,0.025496955983811184,0.05347881262858611,0.11279168105641893,-0.04343128281805302,13,0.38288675677640616,1,uncertain
VRME,2025-09-19,1.2799999713897705,120,12029000,4.242474746777722,15.861859802732189,0.38288675677640605,0.08038030279310757,0.2890625099605108,-0.156249947613104,-0.28460934463015225,-0.21093748981365912,-0.11718748399289289,-0.3082812366995492,12,0.0,0,confirmed_pump
VRME,2025-10-17,1.1299999952316284,65,1852400,3.0781365538624192,3.5021316418841564,0.09708740448500075,0.06796121779467205,0.1504425458945741,0.26548668458603836,-0.017699098239742965,-0.1276105911441001,,-0.27000002215393887,21,0.26548668458603836,3,insufficient_data
VRME,2025-10-20,1.4299999475479126,120,8535500,4.168939020450801,9.728229588725705,0.2654866845860384,0.10619469483942712,0.22377626850758287,-0.1118880926504636,-0.20979018414001208,-0.31055942587470237,,-0.42314685192846874,18,0.0,0,insufficient_data
