ticker,signal_date,entry_price,pump_score,volume,vol_z,vol_ratio,signal_return,gap_up,volatility,return_1d,return_5d,return_10d,return_20d,max_drawdown_20d,days_to_bottom,max_gain_20d,days_to_peak,classification
NAKA,2025-08-04,7.579999923706055,55,494100,1.1943928090549008,1.5466967178475794,0.19370079331436751,0.0157480167116013,0.24802112574081886,-0.0448549018482913,0.8839049969263504,0.5857520552436613,-0.38918203680176383,-0.38918203680176383,29,0.9815304233433305,10,likely_pump
NAKA,2025-08-08,9.569999694824219,75,656700,2.0537711927615736,2.0711841420528847,0.27599995930989585,0.0,0.2955068086259734,0.4921630290849749,0.42842220608294757,0.05851624216033847,-0.5235109625713212,-0.6572622700120141,27,0.5694880811633671,6,likely_pump
NAKA,2025-08-11,14.279999732971191,120,3484500,4.137759710175987,7.3608162489305595,0.4921630290849748,0.07628009604108697,0.4747899061119737,-0.223389330534642,-0.15826325752579612,-0.35784311990417844,-0.43417366422983283,-0.7703081209576947,24,0.05182078001611496,3,confirmed_pump
NAKA,2025-09-05,4.079999923706055,105,5617600,3.0966152181103164,3.7344235595220265,0.24390242661414296,0.06402440241301863,0.19534312403029502,0.11764706569834439,-0.31862744525137965,-0.6568627445251379,-0.7230392116759657,-0.737745080279277,25,0.9803921751955851,4,confirmed_pump
NAKA,2025-09-08,4.559999942779541,75,6579200,2.7637146307717333,3.654299044656741,0.11764706569834438,-0.07843135763436378,0.3070175685587939,0.7719298300650642,-0.7280701699349358,-0.7083333202621391,-0.7741228104573318,-0.7741228104573318,28,0.7719298300650642,1,confirmed_pump
NAKA,2025-09-09,8.079999923706055,110,15877100,3.751767919089488,6.560703792928185,0.7719298300650643,-0.03289475816157676,0.52599010391137,-0.40594056484430674,-0.8143564338906584,-0.8452970282422153,-0.8737623774062278,-0.8737623774062278,28,0.0,0,confirmed_pump
NAKA,2025-09-12,2.7799999713897705,55,20543200,3.1055727490052085,5.3207905867239225,-0.2953105149726568,-0.08998733206357452,0.2949640076931014,-0.5539568265114602,-0.4964028810913053,-0.5863309395707522,-0.6870503547762832,-0.6870503547762832,28,0.0,0,confirmed_pump
NAKA,2025-09-15,1.2400000095367432,55,108253900,4.142100678642608,11.711518634437438,-0.5539568265114602,-0.5611510641269967,0.24193553949706537,0.20967741005130422,0.07258067152130472,-0.05645165476913103,-0.30967741966495654,-0.30967741966495654,28,0.20967741005130422,1,likely_pump
NAKA,2025-09-16,1.5,95,75544700,2.2340599171172455,5.810554183469486,0.20967741005130414,0.08870968820193834,0.17999998716434246,-0.04666670163472494,-0.16666666666666666,-0.2866666316986084,-0.47333331902821857,-0.47333331902821857,28,0.0,0,confirmed_pump
NAKA,2025-10-27,1.0099999904632568,110,99193400,3.409574621024041,3.312422829521595,0.20238097856780102,0.059523825502951884,0.183168261725942,-0.09009897203822156,-0.1198019733032564,,,-0.2802970412254054,10,0.0,0,insufficient_data
