ticker,signal_date,entry_price,pump_score,volume,vol_z,vol_ratio,signal_return,gap_up,volatility,return_1d,return_5d,return_10d,return_20d,max_drawdown_20d,days_to_bottom,max_gain_20d,days_to_peak,classification
AZI,2025-03-18,0.5350000262260437,55,472000,3.779469894317446,4.742050534987645,0.011342234669465157,-0.017013239297846584,0.28037377294331495,0.07663541489454267,0.30093447823266334,0.4915886709290113,0.6317756690732459,0.0,,0.904672903651826,16,likely_legit
AZI,2025-04-02,1.0,85,573300,2.3970595076262904,2.9238066095471087,0.2531328665248802,0.03759402478875657,0.20700001695913767,0.01900005340576172,-0.009999990463256836,-0.1499999761581421,0.23000001907348633,-0.18300002813339233,12.0,0.309999942779541,27,likely_pump
AZI,2025-04-29,1.309999942779541,110,790500,3.0279715356819605,3.4583078134569805,0.2596153757981292,-0.009615375788883593,0.2900763446869112,0.0,-0.2213740263512601,-0.19847328383205284,-0.6190839429993932,-0.6190839429993932,29.0,0.0,0,confirmed_pump
AZI,2025-06-05,0.4699999988079071,100,3759800,4.142092512492532,7.451641033771985,0.16625310705852114,0.04218359758438149,0.3297872367137078,-0.002127632187091625,-0.10851063654400094,-0.3680851240566059,-0.5659574538239962,-0.5680851177156863,26.0,0.0,0,likely_pump
AZI,2025-07-11,0.3630000054836273,110,199349700,4.2480184286362705,18.72340645350347,0.7794118248605135,-0.0196078100993164,1.0606059743402803,-0.2672176346989009,-0.2920110319493206,-0.25895319631544783,-0.3608815707449242,-0.39944905933445257,25.0,0.0,0,confirmed_pump
AZI,2025-09-22,0.23199999332427979,55,32992600,4.158394909816965,10.02899942852279,0.05454542991543598,0.04090910611690207,0.12068964579300738,-0.021551704204748126,-0.10344823156610695,-0.08620688104813744,-0.24137929262644278,-0.24137929262644278,28.0,0.0,0,likely_pump
AZI,2025-10-31,0.09799999743700027,55,72227600,4.193225201971919,8.864919930163268,0.042553199921435914,-0.12765951914472953,0.26530605612790303,-0.06122446341943493,-0.030612231709717466,,,-0.12244892683886986,4.0,0.010204102578684026,6,insufficient_data
AZI,2025-11-06,0.0989999994635582,100,102585900,3.400233437067205,6.969439630310766,0.13793106106033592,-0.05747121055207303,0.2727272220807494,-0.04040404724571225,,,,-0.04040404724571225,1.0,0.0,0,insufficient_data
AZI,2025-11-07,0.0949999988079071,65,310741600,3.9584024941219766,10.377479975848122,-0.04040404724571223,0.5353534888958933,0.6526314911737506,,,,,0.0,,0.0,0,insufficient_data
