Close,High,Low,Open,Volume,vol_z,return,flag
0.5849999785423279,0.6299999952316284,0.5820000171661377,0.6299999952316284,131000,,,False
0.5299999713897705,0.6079999804496765,0.5109999775886536,0.5979999899864197,148500,,-0.09401710969221488,False
0.5049999952316284,0.5559999942779541,0.5,0.550000011920929,194400,,-0.047169768882415086,False
0.49000000953674316,0.5299999713897705,0.46700000762939453,0.5299999713897705,293000,,-0.029702942250534492,False
0.46000000834465027,0.5099999904632568,0.4480000138282776,0.5099999904632568,225500,,-0.06122449103716454,False
0.492000013589859,0.5199999809265137,0.4830000102519989,0.48399999737739563,325500,,0.06956522753198091,False
0.44600000977516174,0.5189999938011169,0.4399999976158142,0.5,299600,,-0.09349594013028584,False
0.41999998688697815,0.4880000054836273,0.4099999964237213,0.4880000054836273,308000,,-0.05829601416666064,False
0.45100000500679016,0.45100000500679016,0.34200000762939453,0.4180000126361847,2356600,,0.07380956925637738,False
0.4000000059604645,0.49000000953674316,0.39100000262260437,0.49000000953674316,330300,,-0.1130820365413473,False
0.4180000126361847,0.4399999976158142,0.4009999930858612,0.4090000092983246,317000,,0.045000016018748035,False
0.3930000066757202,0.4350000023841858,0.3799999952316284,0.4350000023841858,300400,,-0.059808624891654616,False
0.375,0.4000000059604645,0.3709999918937683,0.4000000059604645,270300,,-0.04580154292611183,False
0.40400001406669617,0.41600000858306885,0.3709999918937683,0.3799999952316284,313600,,0.07733337084452319,False
0.39500001072883606,0.41999998688697815,0.3840000033378601,0.4090000092983246,252200,,-0.022277235209141155,False
0.4000000059604645,0.41499999165534973,0.39100000262260437,0.4000000059604645,177000,,0.012658215432457043,False
0.3889999985694885,0.4000000059604645,0.382999986410141,0.3930000066757202,157400,,-0.027500018067657672,False
0.3619999885559082,0.4129999876022339,0.35899999737739563,0.4000000059604645,491200,,-0.06940876635699322,False
0.4059999883174896,0.4090000092983246,0.36000001430511475,0.3799999952316284,155100,,0.12154696450987856,False
0.4230000078678131,0.4339999854564667,0.4000000059604645,0.4099999964237213,136800,-0.4645902642542539,0.04187197054062364,False
0.4009999930858612,0.42500001192092896,0.3799999952316284,0.41999998688697815,573800,0.4028948230088127,-0.05200949024291002,False
0.3880000114440918,0.39500001072883606,0.375,0.39500001072883606,185100,-0.4152669923412383,-0.03241890739630482,False
0.367000013589859,0.40799999237060547,0.36000001430511475,0.40799999237060547,309800,-0.16648102150537283,-0.054123704213495216,False
0.3790000081062317,0.38999998569488525,0.367000013589859,0.38999998569488525,282700,-0.22237333799329143,0.03269753153138377,False
0.3779999911785126,0.39899998903274536,0.3709999918937683,0.39899998903274536,510000,0.22633522589801325,-0.00263856703517229,False
0.3630000054836273,0.4000000059604645,0.35499998927116394,0.4000000059604645,412200,0.011063457919472504,-0.039682502764401995,False
0.4000000059604645,0.4000000059604645,0.33899998664855957,0.36500000953674316,2921700,3.2470494120439497,0.10192837442947633,True
0.33500000834465027,0.3799999952316284,0.3330000042915344,0.3790000081062317,906700,0.45993315918137156,-0.16249999161809692,False
0.30300000309944153,0.35899999737739563,0.30300000309944153,0.3400000035762787,29532700,4.230278992826974,-0.0955224013376349,False
0.2199999988079071,0.25999999046325684,0.1889999955892563,0.23800000548362732,13827000,1.5967012905975206,-0.27392740410070116,False
0.20499999821186066,0.2150000035762787,0.19099999964237213,0.2150000035762787,3173700,0.06122691113480624,-0.06818182126057049,False
0.21799999475479126,0.2280000001192093,0.19099999964237213,0.20000000298023224,3103700,0.0313531083922852,0.06341461783573066,False
0.25200000405311584,0.4000000059604645,0.24300000071525574,0.375,334373200,4.229908171847099,0.15596334915772903,True
0.20900000631809235,0.2150000035762787,0.1850000023841858,0.20999999344348907,20371200,-0.002981418471407674,-0.17063490890246213,False
0.2029999941587448,0.23000000417232513,0.19900000095367432,0.2199999988079071,8635100,-0.1668405173239559,-0.02870819128213653,False
0.1850000023841858,0.2029999941587448,0.16899999976158142,0.20000000298023224,6800600,-0.196254361039968,-0.08866991277094882,False
0.17499999701976776,0.1899999976158142,0.16300000250339508,0.18799999356269836,7011700,-0.19826424627969552,-0.05405408235428677,False
0.1599999964237213,0.1899999976158142,0.15700000524520874,0.17000000178813934,5741600,-0.21917874111646257,-0.08571429057997104,False
0.164000004529953,0.1720000058412552,0.15399999916553497,0.1589999943971634,2719200,-0.26192065388541025,0.025000051222742847,False
0.1589999943971634,0.16099999845027924,0.15000000596046448,0.1589999943971634,2868900,-0.26188582268205096,-0.030487865821225646,False
0.15399999916553497,0.16599999368190765,0.15199999511241913,0.1550000011920929,2734300,-0.2652845340464694,-0.03144651199885584,False
0.17299999296665192,0.17900000512599945,0.15299999713897705,0.15600000321865082,4049600,-0.25027670137806807,0.1233765837926648,False
0.17000000178813934,0.1899999976158142,0.1679999977350235,0.1899999976158142,3709500,-0.2573648275231506,-0.01734099017617219,False
0.17800000309944153,0.17900000512599945,0.1599999964237213,0.17000000178813934,3221300,-0.2661385472456994,0.04705883074796735,False
0.17000000178813934,0.1860000044107437,0.16699999570846558,0.17399999499320984,3448800,-0.26520336246833304,-0.04494382680899678,False
0.16599999368190765,0.17499999701976776,0.1550000011920929,0.17499999701976776,3546500,-0.2661754929245508,-0.02352945920092786,False
0.164000004529953,0.17000000178813934,0.1589999943971634,0.16699999570846558,2521200,-0.27981341121100756,-0.01204812787997489,False
0.15700000524520874,0.1679999977350235,0.15399999916553497,0.1679999977350235,2340500,-0.2833277157230205,-0.042682921288979436,False
0.15800000727176666,0.16500000655651093,0.1550000011920929,0.1599999964237213,2394800,-0.2636925918001552,0.006369439446808123,False
