Date,Close,High,Low,Open,Volume,vol_z,vol_ratio,vol_trend,return,price_z,gap_up,volatility,momentum,pump_score,flag
2025-05-05,0.5609999895095825,0.5690000057220459,0.5460000038146973,0.5460000038146973,530300,,,,,,,0.04099822156227963,,0,False
2025-05-06,0.5299999713897705,0.5529999732971191,0.5170000195503235,0.550000011920929,826400,,,,-0.0552585003556092,,-0.019607803520035307,0.06792444457019842,,0,False
2025-05-07,0.5220000147819519,0.527999997138977,0.5,0.5220000147819519,411000,,,,-0.0150942585654128,,-0.015094258536933107,0.053639839640681385,,0,False
2025-05-08,0.5199999809265137,0.5260000228881836,0.5,0.5,414800,,,,-0.0038314823731828707,,-0.042145620913432456,0.050000045753574494,,0,False
2025-05-09,0.5370000004768372,0.5370000004768372,0.5,0.5,461500,,,,0.03269234648823183,,-0.03846150311855216,0.0689013042366502,,0,False
2025-05-12,0.5249999761581421,0.550000011920929,0.5109999775886536,0.5400000214576721,254800,,,,-0.02234641398145154,,0.005586631233862973,0.07428578291257275,,0,False
2025-05-13,0.5260000228881836,0.5260000228881836,0.4909999966621399,0.5249999761581421,426700,,,,0.0019048510008699004,,0.0,0.06653997079187199,,0,False
2025-05-14,0.48899999260902405,0.5400000214576721,0.4749999940395355,0.5400000214576721,565400,,,,-0.07034225982728703,,0.02661596565338679,0.13292439318538485,,10,False
2025-05-15,0.5170000195503235,0.5249999761581421,0.49000000953674316,0.4970000088214874,485100,,,,0.05725976966156443,,0.0163599515685469,0.06769819193458256,,0,False
2025-05-16,0.5600000023841858,0.5659999847412109,0.5139999985694885,0.5170000195503235,1384300,,,,0.08317211065342489,,0.0,0.09285711760263693,,0,False
2025-05-19,0.5540000200271606,0.5759999752044678,0.550000011920929,0.5600000023841858,640200,,,,-0.010714254163357806,,0.0,0.0469313398857509,,0,False
2025-05-20,0.6000000238418579,0.6349999904632568,0.5649999976158142,0.5830000042915344,1642800,,,,0.08303249485883057,,0.05234654000663299,0.11666664991537715,,20,False
2025-05-21,0.5799999833106995,0.6299999952316284,0.5709999799728394,0.6200000047683716,856800,,,,-0.033333399560713795,,0.03333330016408761,0.10172416699098293,,10,False
2025-05-22,0.5740000009536743,0.6000000238418579,0.550000011920929,0.5619999766349792,421400,,,,-0.01034479746495276,,-0.031034495107982306,0.08710803440896904,,0,False
2025-05-23,0.5590000152587891,0.593999981880188,0.550000011920929,0.5609999895095825,432000,,,,-0.02613237921596423,,-0.02264810348405014,0.07871192965920998,,0,False
2025-05-27,0.5619999766349792,0.5809999704360962,0.5509999990463257,0.5600000023841858,355700,,,,0.005366657055995594,,0.001788885682131688,0.053380734134576044,,0,False
2025-05-28,0.5600000023841858,0.578000009059906,0.5550000071525574,0.5619999766349792,317600,,,,-0.0035586731920674852,,0.0,0.041071431729205854,,0,False
2025-05-29,0.5569999814033508,0.5879999995231628,0.550000011920929,0.5600000023841858,681900,,,,-0.005357180300111564,,0.0,0.0682226010820881,,0,False
2025-05-30,0.5299999713897705,0.5669999718666077,0.5249999761581421,0.5600000023841858,1775800,,,,-0.04847398728013297,,0.0053860342470576595,0.07924527904989796,,0,False
2025-06-02,0.5440000295639038,0.5509999990463257,0.5299999713897705,0.5350000262260437,1143600,0.9943354610941777,1.6304417561893603,1.2188678438277438,0.026415205528072416,,0.009434066220282882,0.03860298984686968,0.009626831402378855,0,False
2025-06-03,0.5699999928474426,0.5759999752044678,0.5350000262260437,0.5460000038146973,1003600,0.6221177377965237,1.3841422207510978,1.3577999365578477,0.04779404755617689,1.0866861106125134,0.003676423048580178,0.07192973582627352,0.011725898826325132,0,False
2025-06-04,0.5669999718666077,0.5799999833106995,0.5590000152587891,0.5759999752044678,811400,0.19457194614821258,1.1202231058095853,1.4955544510713474,-0.005263194769263624,-0.23301781302825966,0.010526284950506525,0.03703698246357915,0.010864584044077974,0,False
2025-06-05,0.5630000233650208,0.5699999928474426,0.5509999990463257,0.5609999895095825,752000,0.024080521391020068,1.0143383195975004,1.4800706799573742,-0.007054583245249102,-0.2885156810733829,-0.01058197997204614,0.033747767280376366,0.009277783174239218,0,False
2025-06-06,0.6159999966621399,0.6499999761581421,0.5569999814033508,0.5659999847412109,3505400,3.4679034219891025,3.912713472485764,1.6108940729992167,0.09413849218041093,1.8892745916879328,0.005328527968668723,0.15097401803205746,0.031559966898116576,55,True
2025-06-09,0.6269999742507935,0.6349999904632568,0.6100000143051147,0.6240000128746033,855800,-0.08022121069052732,0.9346723240663368,1.5133434904408496,0.01785710657184758,0.2055400660572924,0.012987039355235812,0.03987237184202816,0.05295168504097436,0,False
2025-06-10,0.6349999904632568,0.6549999713897705,0.6150000095367432,0.652999997138977,934400,-0.02083701695544214,0.9839984414408237,1.4446158625519285,0.012759197035091763,0.05240315500104358,0.04146734276629573,0.0629920667571251,0.06572186129405777,0,False
2025-06-11,0.6060000061988831,0.6499999761581421,0.5709999799728394,0.6470000147819519,850600,-0.16708688962499824,0.8761936155090175,1.4211518454042569,-0.04566926724395248,-1.176418829336948,0.01889767634648768,0.13036302846012301,0.07194370880883794,10,False
2025-06-12,0.6000000238418579,0.625,0.5929999947547913,0.625,401800,-0.7734391709893261,0.4174068418154804,1.3604678945782804,-0.009900960883911347,-0.499022403347591,0.03135312471189681,0.053333339867182486,0.07447085946501097,0,False
2025-06-13,0.574999988079071,0.609000027179718,0.5619999766349792,0.6000000238418579,757900,-0.30403940937079343,0.7763380281690132,0.7785915492957738,-0.041666724615624595,-1.1335518940674651,0.0,0.08173921989114258,0.05485743451746661,0,False
2025-06-16,0.5830000042915344,0.6060000061988831,0.578000009059906,0.5910000205039978,675200,-0.3717462565004608,0.7176908890884829,0.7695406544465045,0.013913071962295964,0.2939136671523542,0.027826143876198434,0.04802743891052866,0.03753676310238241,0,False
2025-06-17,0.5910000205039978,0.6050000190734863,0.5759999752044678,0.5809999704360962,836000,-0.1610579929081667,0.8794584387508735,0.7409121751342587,0.013722154637348716,0.257323565492442,-0.0034305897723587455,0.04906944638549795,0.019053381722958118,0,False
2025-06-18,0.5860000252723694,0.5960000157356262,0.5799999833106995,0.5799999833106995,262300,-0.8750111548217809,0.2975407232633056,0.6654566904124498,-0.008460228524805213,-0.23405722178166236,-0.018612583406181705,0.027303808374728702,0.013379391405481167,0,False
2025-06-20,0.5820000171661377,0.5979999899864197,0.5699999928474426,0.5929999947547913,949500,0.0894328471979009,1.0714346165347344,0.7855833084140614,-0.006825952105330546,-0.23068287439135454,0.011945339878139068,0.04810995921822149,0.0069906091851381635,0,False
2025-06-23,0.574999988079071,0.5910000205039978,0.5509999990463257,0.5799999833106995,694600,-0.29279856186152653,0.7719021397891873,0.7595890449016777,-0.012027541031959132,-0.387933586844504,-0.003436484180430563,0.06956525603024233,0.006903710872842472,0,False
2025-06-24,0.5950000286102295,0.6000000238418579,0.5699999928474426,0.574999988079071,987300,0.08618673658750646,1.06433668959272,0.8041439382505758,0.03478267990573958,0.9524216991887494,0.0,0.050420217649514404,0.007914683877531692,0,False
2025-06-25,0.5659999847412109,0.597000002861023,0.5600000023841858,0.597000002861023,512900,-0.6155725340110487,0.548274682515927,0.7283105999059298,-0.04873956718414851,-1.4295389582064792,0.003361301094562286,0.06537102722429125,-0.0010319801739310241,0,False
2025-06-26,0.5680000185966492,0.5870000123977661,0.5509999990463257,0.5659999847412109,446800,-0.727133336488335,0.4743401915196292,0.7624901798416026,0.00353362881511865,0.06507599101209982,0.0,0.06338030300950505,-0.007906489168778563,0,False
2025-06-27,0.5189999938011169,0.5669999718666077,0.5189999938011169,0.5600000023841858,6185700,3.6752558649830553,5.082201572551819,1.4505106274596786,-0.08626764646345608,-2.0941667782476188,-0.014084535099390293,0.09248550779636236,-0.02638386035884399,45,False
