episode_key,ticker,start_date,end_date,signal_count,avg_pump_score,avg_price,avg_drawdown,avg_return_20d,pump_count,duration_days,episode_pump_rate
VRME_E2,VRME,2025-09-18,2025-09-19,2,110.0,1.1027999818325043,-0.1758562597588011,-0.0021979014682369513,1,1,50.0
VRME_E1,VRME,2025-07-31,2025-07-31,1,120.0,1.3899999856948853,-0.4366906471735177,-0.3420143711516947,1,0,100.0
SHOT_E4,SHOT,2025-07-21,2025-07-21,1,95.0,0.6883000135421753,-0.3534796105010167,-0.1189888115078268,1,0,100.0
PSNY_E1,PSNY,2025-08-27,2025-08-27,1,100.0,1.2999999523162842,-0.2746153437033192,-0.2523076626817139,1,0,100.0
XHLD_E3,XHLD,2025-09-02,2025-09-09,2,55.0,0.33400000631809235,-0.1200653141484418,0.011179279510628398,1,7,50.0
XHLD_E4,XHLD,2025-09-30,2025-09-30,1,100.0,0.3569999933242798,-0.2773109489226585,0.1904762461294546,1,0,100.0
VSEE_E2,VSEE,2025-07-14,2025-07-14,1,110.0,1.3799999952316284,-0.3623188418316455,-0.3623188418316455,1,0,100.0
VSEE_E3,VSEE,2025-08-11,2025-08-11,1,55.0,0.8799999952316284,-0.3181817873942948,-0.2352272935088509,1,0,100.0
PFSA_E2,PFSA,2025-09-11,2025-09-11,1,120.0,0.460999995470047,-0.3622559595433146,-0.2668112736562401,1,0,100.0
SGMO_E2,SGMO,2025-07-23,2025-07-23,1,100.0,0.550000011920929,-0.2000000216744158,-0.0181818004482052,1,0,100.0
MOBX_E3,MOBX,2025-07-18,2025-07-21,2,92.5,1.020499974489212,-0.17735632521407765,-0.06357014298849185,1,3,50.0
MODD_E1,MODD,2025-06-03,2025-06-03,1,65.0,0.8769999742507935,-0.2599771857608373,-0.2018243915262718,1,0,100.0
MBRX_E4,MBRX,2025-08-27,2025-08-27,1,85.0,0.6069999933242798,-0.4003294948727239,-0.2751235544400551,1,0,100.0
MOBX_E1,MOBX,2025-06-17,2025-06-17,1,55.0,0.765999972820282,-0.1240208516663661,0.0469974081316145,1,0,100.0
PPBT_E1,PPBT,2025-07-23,2025-07-23,1,55.0,2.75,-0.2436363913796164,-0.1927272623235529,1,0,100.0
PRPL_E1,PRPL,2025-07-23,2025-07-23,1,80.0,0.930999994277954,-0.1589688537239266,0.1063372478198528,1,0,100.0
PFSA_E1,PFSA,2025-08-26,2025-08-26,1,65.0,0.4300000071525574,-0.3837209737513624,-0.2767442224733626,1,0,100.0
OPI_E1,OPI,2025-06-18,2025-06-18,1,55.0,0.2599999904632568,-0.1923076878990645,-0.0842307080390162,1,0,100.0
PCSA_E5,PCSA,2025-10-06,2025-10-08,3,106.66666666666667,0.3726666768391927,-0.2169954439950054,0.14363792931290612,1,2,33.33333333333333
PCSA_E4,PCSA,2025-09-23,2025-09-23,1,55.0,0.2140000015497207,-0.1028037370162319,0.4018692044318838,1,0,100.0
AGL_E1,AGL,2025-08-05,2025-08-05,1,55.0,0.8799999952316284,-0.0193182041391362,0.3636364252114102,0,0,0.0
AGL_E2,AGL,2025-10-15,2025-10-15,1,55.0,1.0199999809265137,-0.289999976625629,,0,0,0.0
AIRE_E4,AIRE,2025-10-21,2025-10-23,3,80.0,0.809333324432373,-0.34233629576626584,,0,2,0.0
ACET_E1,ACET,2025-08-08,2025-08-08,1,55.0,0.6209999918937683,-0.0402576110861185,0.2286634805216145,0,0,0.0
EHGO_E5,EHGO,2025-10-28,2025-10-28,1,55.0,0.4230000078678131,-0.1702127554641993,,0,0,0.0
ARBK_E2,ARBK,2025-09-11,2025-09-11,1,85.0,0.2800000011920929,-0.0785714810295978,1.1785714703859114,0,0,0.0
ATCH_E3,ATCH,2025-10-09,2025-10-09,1,65.0,0.5,-0.329800009727478,,0,0,0.0
AZI_E4,AZI,2025-10-31,2025-10-31,1,55.0,0.0979999974370002,-0.1214285774020691,,0,0,0.0
CENN_E2,CENN,2025-10-08,2025-10-08,1,55.0,0.2657000124454498,-0.3131351290175789,,0,0,0.0
CENN_E3,CENN,2025-10-24,2025-10-24,1,55.0,0.2143999934196472,-0.1487872650669231,,0,0,0.0
MBRX_E3,MBRX,2025-07-08,2025-07-08,1,120.0,0.5210000276565552,0.0,0.3147792054163573,0,0,0.0
MBRX_E2,MBRX,2025-06-20,2025-06-26,3,65.0,0.29766665895779926,-0.0305723700830418,1.3656172551854915,0,6,0.0
LBGJ_E4,LBGJ,2025-10-29,2025-10-30,2,55.0,0.648499995470047,-0.03208958311000125,,0,1,0.0
