Date,Close,High,Low,Open,Volume,vol_z,vol_ratio,vol_trend,return,price_z,gap_up,volatility,momentum,pump_score,flag
2024-11-08,1.840000033378601,2.0199999809265137,1.7999999523162842,1.8600000143051147,19089600,,,,,,,0.11956523070638267,,10,False
2024-11-11,2.1600000858306885,2.180000066757202,1.8550000190734863,1.8600000143051147,9241500,,,,0.1739130688299524,,0.010869554648279123,0.15046297899023692,,30,False
2024-11-12,1.8700000047683716,2.200000047683716,1.8600000143051147,2.130000114440918,6703800,,,,-0.13425929145312476,,-0.013888875085087926,0.18181819910684818,,10,False
2024-11-13,1.8799999952316284,1.9500000476837158,1.8300000429153442,1.8700000047683716,5630800,,,,0.005347588469388986,,0.0,0.06382978989835422,,0,False
2024-11-14,1.7100000381469727,1.850000023841858,1.7000000476837158,1.840000033378601,5644900,,,,-0.09042550931693516,,-0.02127657549638584,0.08771928229485247,,0,False
2024-11-15,1.5800000429153442,1.7300000190734863,1.5750000476837158,1.7300000190734863,3545300,,,,-0.07602338732840141,,0.011695895010909233,0.09810124498836743,,0,False
2024-11-18,1.5700000524520874,1.6050000190734863,1.5,1.5800000429153442,3159100,,,,-0.006329107716228521,,0.0,0.06687899076348068,,0,False
2024-11-19,1.590000033378601,1.6200000047683716,1.5199999809265137,1.559999942779541,3554700,,,,0.012738840928875783,,-0.0063694963898621075,0.06289309539602596,,0,False
2024-11-20,1.6699999570846558,1.7799999713897705,1.5700000524520874,1.600000023841858,3090400,,,,0.05031441636894951,,0.006289302042163163,0.12574845760986406,,10,False
2024-11-21,1.7799999713897705,1.8200000524520874,1.6399999856948853,1.659999966621399,4078700,,,,0.06586827373166138,,-0.005988018391764484,0.10112363457822972,,10,False
2024-11-22,1.8899999856948853,1.8899999856948853,1.7050000429153442,1.7799999713897705,2802000,,,,0.06179776183885566,,0.0,0.09788356829729794,,0,False
2024-11-25,2.259999990463257,2.299999952316284,1.9199999570846558,1.9199999570846558,7017000,,,,0.19576719977187507,,0.015873000847070162,0.16814159144557964,,30,False
2024-11-26,2.049999952316284,2.2100000381469727,1.9700000286102295,2.190000057220459,4577500,,,,-0.09292037125359753,,-0.030973421905845133,0.11707317804983128,,10,False
2024-11-27,2.109999895095825,2.190000057220459,2.0399999618530273,2.069999933242798,2934000,,,,0.029268265451297903,,0.009756088479006894,0.0710900960919381,,0,False
2024-11-29,2.0899999141693115,2.2100000381469727,2.0899999141693115,2.109999895095825,2838100,,,,-0.009478664417471583,,0.0,0.05741632959250138,,0,False
2024-12-02,2.299999952316284,2.390000104904175,2.0899999141693115,2.0899999141693115,4501600,,,,0.10047849127804342,,0.0,0.13043486818436853,,30,False
2024-12-03,2.130000114440918,2.2699999809265137,2.119999885559082,2.25,2526100,,,,-0.07391297452165713,,-0.02173911014397679,0.07042257616797408,,0,False
2024-12-04,2.2300000190734863,2.25,2.0799999237060547,2.109999895095825,3092000,,,,0.046948309511624764,,-0.009389773831515803,0.07623321738281563,,0,False
2024-12-05,2.2100000381469727,2.244999885559082,2.125,2.2200000286102295,3289600,,,,-0.00896860123562837,,-0.004484300615803269,0.054298589788894396,,0,False
2024-12-06,2.1700000762939453,2.311000108718872,2.130000114440918,2.240000009536743,2001200,-0.7832184337963752,0.40298878651280373,0.6206534773691348,-0.018099529937821268,,0.013574647447223599,0.0834101326409474,0.12970070621933383,0,False
2024-12-09,2.240000009536743,2.25,2.0999999046325684,2.2100000381469727,3477900,-0.38914879056574314,0.8309778726068079,0.6874902934310718,0.032258032618297294,0.2244568041912674,0.018433161487675376,0.06696432797403826,0.11218032070235129,0,False
2024-12-10,2.0999999046325684,2.25,2.0199999809265137,2.25,3146500,-0.5300319178010685,0.810836580287381,0.7734553775743706,-0.06250004656612851,-0.8252723265847153,0.004464281435811539,0.10952382352808011,0.11082932352989072,10,False
2024-12-11,1.9900000095367432,2.0799999237060547,1.9199999570846558,2.069999933242798,3341300,-0.3046506148549396,0.9000292261009282,0.8219133803016078,-0.05238090480536073,-0.8055874938699691,-0.014285701303750214,0.08040199285136873,0.08318584532426021,0,False
2024-12-12,2.2200000286102295,2.240000009536743,2.0399999618530273,2.0899999141693115,4055100,0.3710597594356614,1.1159853040331345,0.881868094065196,0.11557789847801492,1.3772330602825174,0.050251208092002154,0.09009011036762476,0.07495613207117491,30,False
