ticker,signal_date,entry_price,pump_score,volume,vol_z,vol_ratio,signal_return,gap_up,volatility,return_1d,return_5d,return_10d,return_20d,max_drawdown_20d,days_to_bottom,max_gain_20d,days_to_peak,classification
MOBX,2025-06-17,0.765999972820282,55,711100,2.9356255309547246,3.06521832837621,0.039348690250588625,0.11261873197793053,0.24151437168010959,0.03133165729631299,-0.12402085166636619,-0.016971217102767517,0.04699740813161453,-0.12402085166636619,8,0.07441258881267465,24,likely_pump
MOBX,2025-06-26,0.7429999709129333,55,234800,0.0061629704360007444,1.0042342072623027,0.10730248388809183,0.05216090368146046,0.10632570548005373,0.02422612029661775,0.014804895859931807,0.10767166358976729,0.4401077985741574,-0.01345893789332148,11,0.6016152137372106,27,uncertain
MOBX,2025-07-18,0.8610000014305115,65,1489400,4.036881654992279,5.637502602244533,0.07356610508239592,0.08478805446924423,0.2322880226649156,0.370499356082924,0.24274105769376547,-0.048780482739471005,0.1033681608602674,-0.048780482739471005,14,0.38211388530003393,5,uncertain
MOBX,2025-07-21,1.1799999475479126,120,5182800,4.09555701963136,10.18061816788943,0.37049935608292395,0.1265970114657637,0.32203390830588574,-0.025423705697709274,-0.11016949238156633,-0.3050847209345766,-0.23050844683725114,-0.3059321676886843,11,0.008474669590729235,2,likely_pump
MOBX,2025-08-26,0.9399999976158142,55,1380100,4.011164459893303,4.990237199884275,0.07551485557092352,0.0,0.21276600848747182,0.010638287753851585,0.14361707490458658,0.10638294094771258,-0.09468083710031519,-0.09468083710031519,29,0.28723408639997644,7,likely_legit
MOBX,2025-08-28,1.100000023841858,110,7964500,4.194932467823503,11.697104546222233,0.1578947764684624,0.05263159210075246,0.3181818326705727,0.07272720179282098,-0.03636370926848955,-0.15909091647991447,-0.24272728523932185,-0.268181827541225,28,0.1000000108372079,5,likely_pump
MOBX,2025-09-02,1.2100000381469727,55,5033000,2.022020637365812,5.002012532362012,0.025423806722535414,0.1440678675479134,0.20661156356345683,-0.11157023653486783,-0.1570248357276338,-0.2917355650362514,-0.3338843232498698,-0.3347107588646389,23,0.0,0,confirmed_pump
MOBX,2025-10-03,0.9350000023841858,65,13238500,4.180299766346289,8.959097491980557,0.041202673049275385,0.07349664201284029,0.2213903918897449,0.17647061073468812,-0.0834224693700656,-0.1080214018285685,-0.27058825704353184,-0.29518718950203476,26,0.17647061073468812,3,likely_pump
MOBX,2025-10-06,1.100000023841858,80,7181800,1.7622663379429369,4.1327202941667265,0.17647061073468806,0.09090906763066814,0.10909091096213697,-0.08181821038900267,-0.20363639260126476,-0.24818181453657553,-0.3854545596414358,-0.400909122534034,23,0.0,0,confirmed_pump
MOBX,2025-11-04,0.7689999938011169,110,7677500,3.984656647997922,4.467896902296942,0.13757395693194074,0.1094674570245609,0.14304285493385313,-0.14096227320490612,,,,-0.14096227320490612,2,0.0,0,insufficient_data
