ticker,signal_date,entry_price,pump_score,volume,vol_z,vol_ratio,signal_return,gap_up,volatility,return_1d,return_5d,return_10d,return_20d,max_drawdown_20d,days_to_bottom,max_gain_20d,days_to_peak,classification
PCSA,2024-12-09,1.25,110,173400,3.6502346674076396,4.439892459352082,0.21006777273193067,0.04549859714072305,0.20560002310517328,0.06400003433227539,-0.16800003051757811,-0.3303999900817871,-0.30879998207092285,-0.3303999900817871,14,0.06400003433227539,1,confirmed_pump
PCSA,2024-12-10,1.3300000429153442,65,16065800,4.2483083183023345,19.095717494918734,0.0640000343322753,0.1600000380189726,0.18045112903170654,-0.05263161668675448,-0.24060153543352608,-0.3451128091811586,-0.3601503883399336,-0.3706767027141803,13,0.0,0,confirmed_pump
PCSA,2025-01-28,0.5889999866485596,55,263300,3.3815871148281533,3.3825796505652184,-0.03758170316574694,-0.01960778581509119,0.22071312013595207,0.005093414344379252,0.07300516708528221,0.0628183383965237,-0.07130729483959368,-0.10016980746383748,24,0.15789473151598193,6,likely_pump
PCSA,2025-01-29,0.5920000076293945,55,2598000,4.228676474807157,12.683379305294444,0.005093414344379266,0.0,0.14864864567637676,0.10641885633186578,0.013513540725275752,0.0304054162901103,-0.08952708145055151,-0.10472978959560665,23,0.15202698076703122,5,likely_pump
PCSA,2025-01-30,0.6549999713897705,110,4134200,3.571257681342533,10.168982904931719,0.10641885633186576,0.1824323967489787,0.26870229994695854,-0.007633580839735752,-0.09160297007682902,-0.06717552958956695,-0.16183198660196726,-0.1908397029923171,22,0.04122139113425005,4,likely_pump
PCSA,2025-04-01,0.41200000047683716,100,909600,4.146384946721457,8.082459569930618,0.1135135004518677,0.0,0.23786412484819291,-0.2718446321026276,-0.4199029312320092,-0.34466016889236484,-0.37378644147684686,-0.46601942098717153,16,0.0,0,confirmed_pump
PCSA,2025-04-02,0.30000001192092896,65,50864800,4.247920521184538,19.18268215417106,-0.27184463210262766,0.16504851589945874,0.8266666672224802,0.043333270417321906,-0.11666674945089223,-0.15333333995607137,-0.1666666997803569,-0.2666666997803569,15,0.1333333002196431,2,likely_pump
PCSA,2025-06-02,0.2980000078678131,55,57540100,4.181103397154774,10.825504422664283,0.017064829406123083,0.03071663179754285,0.9697985440524777,-0.03355711409918833,0.09060395804833196,-0.24496648288901707,-0.32885906812140664,-0.34228191376108197,25,0.34228186375718667,9,likely_pump
PCSA,2025-06-17,0.25999999046325684,95,575496000,4.226163039128075,16.111727417353332,0.15555554378179814,1.6088890059514105,2.250000163282634,-0.06923074013382619,0.011538542657211841,-0.27307691337794204,-0.18461536433569703,-0.27307691337794204,15,0.23076924840374172,3,likely_pump
PCSA,2025-06-20,0.3199999928474426,90,149233900,0.8058595701720785,3.3264286239693646,0.3223140271958509,0.23966947647454864,0.23437506038562322,-0.14062496216501957,-0.3875000023283065,-0.39374996856786243,-0.2968750029103831,-0.4093750005820766,12,0.0,0,confirmed_pump
PCSA,2025-08-07,0.23100000619888306,65,38218600,4.082974628957892,6.2760598628642175,0.013157921395198446,0.07456142353382655,0.10822513065525723,0.004328948478623736,-0.047619078336756944,-0.10389611813795095,-0.2554112501054693,-0.2640692760770959,28,0.004328948478623736,1,likely_pump
PCSA,2025-09-23,0.21400000154972076,55,12212100,4.042968106035653,4.638983169958536,0.08080809449142445,0.005050515287505162,0.13551401317762654,-0.018691626529275175,-0.1028037370162319,0.6822430453182606,0.40186920443188384,-0.1028037370162319,7,1.2383177508271015,15,likely_pump
PCSA,2025-10-06,0.27900001406669617,110,47823300,4.137399960857756,9.823872705199388,0.3098592239027498,-0.004694845183576309,0.3046595116646522,0.2903225668621478,0.5806451337242956,0.14336913848967606,0.3261648247799782,-0.003584289882795697,16,0.7168457992667348,2,likely_legit
PCSA,2025-10-07,0.36000001430511475,120,215559000,4.149423293367425,13.836603943989607,0.29032256686214786,0.4157705749026916,0.5666666319789024,0.3305555086444944,0.09999995032946465,-0.16666666666666666,-0.03888896615416608,-0.22777781641041636,15,0.3305555086444944,1,likely_pump
PCSA,2025-10-08,0.4790000021457672,90,121049900,1.860825731507215,5.636954235391114,0.33055550864449446,0.5555554988228621,0.24425883720074149,-0.1795406995507191,-0.14405011568465112,-0.4196242256918043,-0.2901878871540979,-0.4196242256918043,14,0.0,0,confirmed_pump
