ticker,tier,alert_date,pump_score,alert_price,volume,vol_z,daily_return,days_since_last,status,outcome
BYND,tier1,2025-12-01,75.0,1.340000033378601,252319175.0,2.578584329315018,0.36456216139311226,,NEW,pending
BYND,tier2,2025-12-01,75.0,1.340000033378601,252319175.0,2.578584329315018,0.36456216139311226,,NEW,pending
MBRX,tier1,2025-12-01,65.0,6.630000114440918,262752.0,-0.5817228984523165,23.285714535236608,96.0,OVERDUE,pending
MBRX,tier2,2025-12-01,65.0,6.630000114440918,262752.0,-0.5817228984523165,23.285714535236608,96.0,OVERDUE,pending
