ticker,tier,alert_date,pump_score,alert_price,volume,vol_z,daily_return,days_since_last,status,return_1d,return_5d,return_10d,max_drawdown,days_to_bottom,days_since_alert,last_updated,outcome
MBRX,tier1,2025-12-08,55.0,7.25,814367.0,3.6806457014426344,0.0013812471267926618,103,OVERDUE,,,,,,0,,pending
MBRX,tier2,2025-12-08,55.0,7.25,814367.0,3.6806457014426344,0.0013812471267926618,103,OVERDUE,,,,,,0,,pending
